,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
757,757,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What is linear probing?
",0.1040934082454012,0.17086975813165078,0.1851594848465649
758,758,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","A search engine 'Bugle' uses a system called PageRank to determine the order it shows results in.This involves solving a large matrix problem using an algorithm of order N2log(N) where the size of the matrix is N x N.Which one of the following statements is false?
",0.20573143489459017,0.31286887736635044,0.3306800715294942
759,759,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is the output of In-order traversal on this tree: a / \ b e / \c d(Where the processing is simply printing the node value)
",0.10200130578642969,0.17823413424485893,0.1899927970225205
760,760,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider a binary tree with numeric nodes where the left sub-tree consists of numbers less than the node, and the right sub-tree consists of numbers greater than the node.This tree is empty other than the root value: 10.The following numbers are inserted into the tree in order from left to right (i.e. 15 is inserted first):15, 6, 12, 4, 9, 11, 7, 8What is the height (number of levels) of the tree?
",0.10180567478879708,0.17794053824454195,0.18987461906505004
761,761,13,"value, operation, perform, similar, expect, many, page, real, note, temp","Which of these is not an elementary operation?
",1.0,1.0,1.0
762,762,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","An implementation of selection sort runs for 2s to sort a list of 1,000 records. How long will it likely run to sort 10,000 records?
",0.14261431175533387,0.23085680276650467,0.2355526887405535
763,763,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","An algorithm takes 1s for n = 100. Given that its asymptotic time complexity is?(n2), how many seconds do you expect it to take for n = 800?
",0.13926393125993575,0.2351938919994608,0.24830236010697407
764,764,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Interpolation search is an improved version of Binary search. Given that it has time complexity O(log(log n)), which of the following correctly orders the time complexities from best to worst, for large n.
",0.13936228790424032,0.23549670664489644,0.24871599659915603
765,765,29,"hash, table, function, number, bucket, find, use, close, step, insert","You wish to use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = (x*x) % 5 , and the hash table has slots 0, ... , 4. If you insert the elements 3, 2, 4, 1, 5 in that order, what does the hashtable look like at the end?
",0.10980958371411867,0.19005070585938286,0.20477364005961535
766,766,9,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","What is the main advantage of considering an amortised runtime?
",0.09631564554247388,0.17128759107073002,0.18478523908201216
767,767,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","When for loops are nested, the asymptotic time complexity can be found by multiplying the order of each loop. If the for loops are not nested, big-O complexity is given by...
",0.13901108941165538,0.23510331516293084,0.24835101073902638
768,768,29,"hash, table, function, number, bucket, find, use, close, step, insert","You are using a standard closed hashtable with linear probing (to the right). The hash function has the form h(x) = x % 5 and the hash table has slots 0,1,2,3,4. If you insert the elements 9,3,14,7,1 in this order, what does the hashtable look like at the end?
",0.11011546120934836,0.1904453028713424,0.2051446174127031
769,769,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","What is the definition of a Lower Bound (Big-Omega)?
",0.13479500612852804,0.22511863965414333,0.23966198615059087
770,770,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given a particular load L for an Open Hash Table, what is the average number of steps to insert or find an item?
",0.11037804465718574,0.19083026327954816,0.20546242748357801
771,771,45,"list, link, array, follow, middle, insert, faster, would, add, singly","In which of the following cases is a linked list preferable to an array?1) Inserting a new element at the front of either2) Removing an element in the middle of either3) Getting the 200th element of either
",0.10287502740691433,0.17833993665957015,0.1917663584073756
772,772,45,"list, link, array, follow, middle, insert, faster, would, add, singly","In which of the following cases is a linked list preferable to an array?1) Inserting a new element at the front of either2) Removing an element in the middle of either3) Getting the 200th element of either
",0.10287502740691433,0.17833993665957015,0.1917663584073756
773,773,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the theta time complexity of the following algorithm fragment (f(a,b))?for (int i=0; i<a+b; i++) {System.out.println(i);}for (int i=0; i<a*a*a; i++) {System.out.println(i);}
",0.13937974686234428,0.23575598722769003,0.24893479338198793
774,774,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the numbers [1,4,6,3,7,2,10]. What would be the final balanced AVL Tree?
",0.10168290806413115,0.17775952390484068,0.18967230584364564
775,775,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","A binary search tree whose left subtree and right subtree differ in height by at most one unit is called..
",0.061414133172095035,0.11198589424304735,0.12278374711665781
776,776,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which are the following statements are false?
",0.20741027840336354,0.3149603594657179,0.33266400384282824
777,777,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Given the int array 6, 5, 1, 4, 7, 8, 2, how many steps will it take to sort it in ascending order using bubble sort?
",0.07367733328150675,0.13301826521266488,0.1394179188061958
778,778,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","which of these sorts is stable
",0.2011505071407787,0.31494835312478686,0.32659824146147237
779,779,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the definition of Space Complexity?
",0.19740695890957213,0.3063425361443516,0.31595645836565067
780,780,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","When do you use Big-Theta notation when calculating time complexity?
",0.07086268577405992,0.12642794963206208,0.12797090358438984
781,781,29,"hash, table, function, number, bucket, find, use, close, step, insert","Whats the average number of steps to find any items in anopen hash table of 1213 buckets with 1000 elements in the table?
",0.11071337293395793,0.19136818673958883,0.20595615164564127
782,782,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","which of the following questions is unanswerable given only that for functions f and gf(n) = ?(1)g(n) = O(n)but would be answerable given more information
",0.19971959702235992,0.3130122463087354,0.3247301334369998
783,783,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Why we need to a binary tree which is height balanced?
",0.10150667045795597,0.17748386707083647,0.18937212997741437
784,784,38,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of the following code performs the partition operation correctly in QuickSort?
",0.06467400506406887,0.11759425787515494,0.12798152917125435
785,785,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","which of the following data structure are similar to skipList?
",0.08791951245549043,0.15701297748421145,0.17059643624613913
786,786,11,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","Select the option where the given data structure andcomplexity for search time (check that it contains an object) do not match.
",0.09631450118053383,0.1676286834325027,0.18262546134540805
787,787,29,"hash, table, function, number, bucket, find, use, close, step, insert","Which of the following statements about open hash tables is false
",0.11065211706454914,0.1912529871315576,0.20591863912866085
788,788,45,"list, link, array, follow, middle, insert, faster, would, add, singly","When implementing a singly linked list, which of the following statements is true?
",0.10405282303346881,0.18017776611984138,0.193549201670841
789,789,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the big O complexity f(n) of the following code?(A) for( int i = 0; i < n; i++){(B) for( int j = i; j < n; j++){(C) for( int k = 0; k < 4; k++){ System.out.println(""Hello World!""); } } }
",0.09713639222850086,0.17047805807798894,0.18234295461997893
790,790,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these is not an example of a stable sort?
",0.19917771249391625,0.3123826794925392,0.32402307443350736
791,791,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of these is the correct order for the runtime complexity classes - from fastest to slowest, for large values of n?
",0.09711727253516982,0.17052168404156845,0.1823202499097623
792,792,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Carey's two rules of sorting are:
",0.20300943953844552,0.30878934240469497,0.32616731159093726
