,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
399,399,52.0,0.14740000665187836,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['consider', 'follow', 'tree', 'would', 'result', 'printing', 'value', 'node', 'via', 'post', 'order', 'traversal']","Consider the following tree:What would be the result of printing the values of each node via POST-ORDER traversal?
"
403,403,52.0,0.1370999962091446,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'tree', 'outcome', 'for', 'order', 'traversal']","For the above tree, what is the outcome for in-order traversal?
"
1686,1686,52.0,0.383899986743927,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['depth', 'first', 'search', 'equivalent', 'traversal', 'binary', 'tree', 'order', 'traversal', 'pre', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order', 'traversal', 'none']","Depth First Search is equivalent to which of the traversal in the Binary Trees?
"
288,288,52.0,0.29030001163482666,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'pseudocode', 'show', 'function', 'traverse', 'recursively', 'perform', 'tree', 'traversal', 'tree', 'value', 'name', 'node', 'if', 'node', 'null', 'return', 'traverse', 'nodeleft', 'traverse', 'noderight', 'print']","The following pseudocode shows a function ""traverse"" that recursively performs a tree traversal algorithm to print the tree values. What is the name of the traversal?traverse(node) if (node == null) return traverse(node.left) traverse(node.right) print(node.value)
"
418,418,52.0,0.29269999265670776,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['option', 'order', 'pre', 'order', 'traversalin', 'order', 'traversalpost', 'order', 'traversal']","which of these options is in the order of:pre-order TraversalIn-order TraversalPost-order Traversal
"
422,422,52.0,0.2223999947309494,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'would', 'node', 'follow', 'tree', 'visit', 'carry', 'level', 'order', 'traversal']","What order would the nodes in the following tree be visited in, when carrying out a level-order traversal?
"
1666,1666,52.0,0.10610000044107437,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'for', 'traversal', 'binary', 'tree', 'element', 'none']","What is the order for traversal of a binary tree with n elements?
"
457,457,52.0,0.22519999742507935,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['diagram', 'tree', 'econsidere', 'list', 'value', 'describe', 'post', 'order', 'search', 'traversal', 'do', 'show', 'output', 'would', 'for', 'search', 'traversal', 'method']","Below this paragraph is a diagram of tree; A / \ B C / \D EConsidering with the list of values, describe how 'Post-order' search / traversal is done by showing what the output would be for this search / traversal method:
"
1777,1777,52.0,0.3693999946117401,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'if', 'curvalue', 'level', 'order', 'traversal', 'pre', 'order', 'traversal', 'order', 'traversal', 'post']","What does the following algorithm do?void algorithm(Node cur) { if (cur == null) { return; } algorithm(cur.left); algorithm(cur.right); System.out.print(cur.value + “ ”);}
"
479,479,52.0,0.1565999984741211,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['suppose', 'avl', 'tree', 'store', 'element', 'alphabetical', 'orderout', 'follow', 'binary', 'tree', 'traversal', 'output', 'tree', 'element', 'alphabetical', 'order']","Suppose you have an AVL tree storing elements in alphabetical order.Out of the following binary tree traversals, which will output the tree elements in alphabetical order?
"
276,276,52.0,0.21889999508857727,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'post', 'order', 'follow', 'tree']","What is the output of an Post-Order Traversal of the following tree
"
1697,1697,52.0,0.14190000295639038,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['post', 'traversal', 'tree']","A post order traversal of the tree; [a] / \ [b] [c]
"
1500,1500,52.0,0.22840000689029694,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['order', 'would', 'node', 'follow', 'tree', 'visit', 'carry', 'level', 'order', 'traversal', 'none']","What order would the nodes in the following tree be visited in, when carrying out a level-order traversal?
"
1903,1903,52.0,0.2802000045776367,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['give', 'follow', 'tree', 'order', 'traversal', 'pre', 'order']","Given the following tree: 13 / \ 10 16 / \ / \ 7 11 15 24what is the order of traversal when doing a pre-order traversal?
"
1492,1492,52.0,0.2840999960899353,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'use', 'display', 'element', 'start', 'root', 'tree', 'make', 'way', 'leave', 'tree', 'level', 'time', 'post', 'order', 'traversal', 'order', 'pre', 'order']","Which method of tree traversal is used to display the elements starting at the root of the tree, and making its way down to the leaves of the tree, one level at a time?
"
1408,1408,52.0,0.4271000027656555,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['tree', 'traversal', 'output', 'letter', 'alphabetical', 'order', 'order', 'traversal', 'post', 'order', 'traversal', 'level', 'order', 'traversal', 'pre', 'order']","Which tree traversal outputs the letters in alphabetical order?
"
153,153,52.0,0.17640000581741333,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['binary', 'tree', 'correct', 'for', 'sequence', 'belowin', 'order', 'epre', 'order']","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
"
1405,1405,52.0,0.4844000041484833,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['software', 'developer', 'create', 'node', 'tree', 'use', 'follow', 'tree', 'print', 'traversal', 'order', 'use', 'software', 'developer', 'post', 'order', 'traversal', 'order', 'pre', 'order', 'traversal', 'level', 'order']","A software developer created an algorithm to print all the nodes in a tree. This algorithm is used on the following tree: M / \ B P / \ / \ A D N ZIf the algorithm prints A B D M N P Z, what is the traversal order used by the software developer?
"
1975,1975,52.0,0.15119999647140503,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['big', 'time', 'complexity', 'level', 'order', 'traversal', 'for', 'tree', 'structure', 'node', 'pick', 'small', 'applie']","What is the Big-O time complexity of Level Order Traversal for a tree structure with n nodes? (Pick the smallest upper bound which applies.)
"
150,150,52.0,0.09449999779462814,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'use', 'traversal', 'graph', 'printing', 'node', 'visit']","What is the result of using a breadth first traversal on this graph, printing every node visited?
"
691,691,52.0,0.20010000467300415,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traverse', 'binary', 'tree', 'pre', 'order', 'traversal', 'method', 'order', 'node', 'process']","When traversing a binary tree with the pre-order traversal method, what is the order in which nodes are processed?
"
1399,1399,52.0,0.17599999904632568,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'pre', 'order', 'avl', 'tree', 'start', 'empty', 'follow', 'element', 'insert', 'order']","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
"
1398,1398,52.0,0.3776000142097473,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'text', 'describe', 'type', 'tree', 'traversal', 'process', 'current', 'node', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'sub', 'treewhich', 'follow', 'traversal', 'describe', 'post', 'order', 'traversal', 'pre', 'order', 'traversal', 'order', 'traversal', 'level', 'order', 'traversal', 'none']","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
"
142,142,52.0,0.28949999809265137,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'correct', 'case', 'for', 'balance', 'output', 'if', 'traverse', 'tree', 'use', 'post', 'order', 'traversal']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
"
1391,1391,52.0,0.024700000882148743,"order, traversal, tree, post, follow, pre, level, output, use, traverse",['follow'],"What is the time complexity of the following code:
"
698,698,52.0,0.0731000006198883,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'tree', 'type']","1, 3, 2, 6, 5, 4, 15, 20, 17, 13, 7Above is a traversal of the tree below. Which traversal type is it? 7 / \ 4 13 / \ \ 2 5 17 / \ \ / \ 1 3 6 15 20
"
209,209,52.0,0.17839999496936798,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['result', 'pre', 'order', 'traversal', 'tree']","What is the result of pre-order traversal of this tree?
"
708,708,52.0,0.17900000512599945,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'correct', 'expression', 'for', 'sumcommonly', 'encounter', 'evaluate', 'time', 'complexity']","Which of the following is a correct expression for the sumcommonly encountered when evaluating time complexity?
"
1366,1366,52.0,0.4124000072479248,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'pseudocode', 'show', 'function', 'traverse', 'recursively', 'perform', 'tree', 'traversal', 'tree', 'value', 'name', 'node', 'if', 'node', 'null', 'return', 'traverse', 'nodeleft', 'traverse', 'noderight', 'print', 'nodevalue', 'pre', 'order', 'level', 'order', 'post', 'order', 'order']","The following pseudocode shows a function ""traverse"" that recursively performs a tree traversal algorithm to print the tree values. What is the name of the traversal?traverse(node) if (node == null) return traverse(node.left) traverse(node.right) print(node.value)
"
132,132,52.0,0.17389999330043793,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'generate', 'output', 'follow', 'tree']","What tree traversal is generates the output: 75, 63, 83, 34, 65, 91, 23, 38, 90, 94 from the following tree:
"
129,129,52.0,0.16920000314712524,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['see', 'unbalanced', 'tree', 'tree', 'balance', 'right', 'left', 'case', 'output', 'if', 'newly', 'balance', 'tree', 'use', 'order', 'traversal']","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3The tree is balanced with the Right Left case, what is the output if we traverse the newly balanced tree using in order traversal?
"
126,126,52.0,0.20430000126361847,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['follow', 'output', 'pre', 'order', 'apply', 'tree']","Which of the following is the output of Pre-order traversal when applied to the tree:
"
1354,1354,52.0,0.21899999678134918,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['output', 'post', 'order', 'follow', 'tree']","What is the output of an Post-Order Traversal of the following tree
"
721,721,52.0,0.10899999737739563,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['letf', 'order']","Letf(n) = O(p(n)),g(n) = O(q(n)),h(n) = O(r(n))What is the order of f(n)g(n) + h(n) ?
"
724,724,52.0,0.08500000089406967,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['for', 'follow', 'tree', 'traversal', 'method', 'would', 'use', 'form', 'equation']","For the following tree, what traversal method would be used to form the equation
"
120,120,52.0,0.13580000400543213,"order, traversal, tree, post, follow, pre, level, output, use, traverse","['traversal', 'method', 'use', 'print', 'element', 'binary', 'search', 'tree', 'ascend', 'order']","What traversal method should be used to print the elements of a binary search tree in ascending order?
"
